Rank,Coin Name,Symbol,Price,Market Cap,Volume (24h),24h % Change,7d % Change,30d % Change,1y % Change
92,"FLOKI",FLOKI,0.00014712,1427312638,682965240,8.381577995464252,52.78221967506334,121.38212259031526,-29.100953467254527
49,"Ethena",ENA,0.512757,3284082116,2738925796,4.6303623771839035,52.40177419395167,105.27233500919944,5.052907084264533
8,"Dogecoin",DOGE,0.271993,40735796444,19437724950,-0.17957966580222232,37.89041212592785,76.40550861684102,93.90289169184297
100,"Curve DAO",CRV,0.955506,1316760117,293539325,-0.9303451088539243,35.5506466636989,72.75615618008537,229.43386263412268
51,"Kaspa",KAS,0.115093,3027167555,235499588,18.33252757386133,34.59085833124969,74.44066454522739,-35.94557649463846
43,"Ethereum Classic",ETC,24.02,3672437741,640045756,-2.6806115067606116,29.63790234776879,54.18366337864824,-0.6709571437165857
54,"Bonk",BONK,0.00003465,2685503891,1498963663,5.6562950793703966,28.35047515736938,170.62658806387242,6.548074887850358
77,"SPX6900",SPX,1.93,1798691630,112603953,3.368027500738279,28.24723528866518,88.48170940585797,8107.820326764188
61,"Pudgy Penguins",PENGU,0.03735707,2339931219,1980839594,20.883348812259925,24.9940321632899,334.6914392800744,
18,"Wrapped Beacon ETH",WBETH,4038.61,11970804450,10534611,0.08970808262480114,24.956928189340836,64.67723748082823,9.33513458791587
98,"Liquid Staked ETH",LSETH,4065.17,1349601722,1609450,0.3488259639372838,24.950457492774444,64.42473809374226,9.715389542125816
2,"Ethereum",ETH,3761.49,454440863456,49473892856,0.18841515378768312,24.839250900020797,63.97039500060394,6.335638487690666
25,"WETH",WETH,3761.71,8364915486,81861922,0.3489827894672578,24.836694656251417,64.70307518779693,6.190759232464632
79,"Rocket Pool ETH",RETH,4283.52,1764991452,18006831,0.4190930357937091,24.754694459606362,63.90746187187042,8.223393235772882
63,"Binance-Peg WETH",WETH,3760.04,2277813957,81786407,-0.12940078495183469,24.720623504597185,64.47299722596084,
96,"Mantle Staked Ether",METH,4025.04,1382598220,2647595,0.5083741826804506,24.602560695711446,64.47738902642908,9.2112201442468
20,"Wrapped eETH",WEETH,4020.71,10788505953,55465912,0.25416792211725286,24.560141654224076,64.42618073479495,8.75284757742313
78,"Kelp DAO Restaked ETH",RSETH,3934.9,1785298697,8580553,0.32178264622839714,24.534670729080776,64.22502366948481,9.38784641143632
9,"Lido Staked Ether",STETH,3748.66,34132288589,115704891,0.37046607076423005,24.457708470843542,63.12447808690202,6.0277410369008795
15,"Wrapped stETH",WSTETH,4516.47,14646402291,154150541,-0.08303499971646587,24.15903028095207,64.36922404311596,8.751481858190017
83,"Fartcoin",FARTCOIN,1.6,1599643337,446174261,13.085278867381906,24.08140350683716,77.80825342433477,
17,"Chainlink",LINK,19.52,13237625082,1067158916,1.0692901089495996,23.76180764291608,62.50668263050127,31.715642777250082
