Rank,Coin Name,Symbol,Price,Market Cap,Volume (24h),24h % Change,7d % Change,30d % Change,1y % Change
95,"StakeWise Staked ETH",OSETH,3893.75,1397294674,5564877,-1.1838414565070907,22.98940206641272,62.25334424954667,7.5439496482281445
84,"XDC Network",XDC,0.096594,1567387320,60338266,-3.8125763447108643,22.958150163114865,66.2070838073032,221.3107984339183
74,"Jupiter",JUP,0.611606,1840568252,210453016,9.916508843702701,22.915299210966232,70.58070459127767,-43.63781596538786
86,"Injective",INJ,15.14,1479603543,184852293,1.4205366406980933,22.356095459512602,49.958229022414514,-45.308322716717235
93,"Optimism",OP,0.804237,1411350087,380071486,2.879913306287497,22.307513041808498,58.433134979140455,-59.14261827505971
60,"Render",RENDER,4.57,2371434373,177004173,5.245821597644007,21.269919382647917,55.977564811715474,-36.17002715955551
10,"Cardano",ADA,0.890188,32176947263,2236839564,3.988253404661693,21.16341646569741,60.64683169270013,99.26736248499132
24,"Litecoin",LTC,115.69,8811961714,1389925681,-0.8006756052754022,21.00289539505843,44.52539635776909,56.2702385342733
50,"Jito Staked SOL",JITOSOL,238.7,3170128708,54226359,8.146705729901482,20.936900413670102,46.603531490177545,15.381189967980182
6,"Solana",SOL,196.21,105526593454,24914347658,8.35197673582919,20.908066125483128,45.273902190627695,6.629989479345652
72,"Binance Staked SOL",BNSOL,207.9,1930859351,11741199,8.195352846772135,20.605595287345135,47.41158457939218,
56,"Arbitrum",ARB,0.485112,2503891497,704409716,0.44994468510492397,20.426466756104144,76.93237683652639,-39.62671953981041
82,"Celestia",TIA,2.24,1606824814,266002027,3.59439106817713,20.344799715635645,53.1835901378699,-69.34246068632278
3,"XRP",XRP,3.55,210350898208,8281284149,3.099290955286399,20.136593585380876,72.23942913549307,493.7597823565644
21,"Avalanche",AVAX,25.44,10749250160,1064227171,1.655255230038097,19.522645741143787,51.451745420250624,-22.086025676204464
64,"Official Trump",TRUMP,11.23,2247107564,1576109650,4.747273703874226,19.26295199859458,25.29015345475199,
90,"Flare",FLR,0.02073836,1444851747,13291991,1.051374321125653,18.975595890964474,23.86575358098093,2.039062291214815
31,"Uniswap",UNI,10.85,6521507505,1009321269,2.2899046183616165,18.826187854275553,67.7840566976266,32.927361309783464
67,"Artificial Superintelligence Alliance",FET,0.844101,2197902106,272350807,5.668724979275892,18.783368431724607,38.602340245828856,-43.35566054316286
66,"Worldcoin",WLD,1.24,2204921027,466606587,1.5619054072111196,17.88094362258534,43.161673719961854,-51.35099554546798
41,"NEAR Protocol",NEAR,3.02,3748720346,416934137,1.9290717701104232,17.206986770393307,53.25445093642182,-52.3150923261497
23,"Shiba Inu",SHIB,0.00001547,9132339295,476222121,-0.20510508754283205,16.77683678458436,41.89789035341853,-15.263648854275077
57,"VeChain",VET,0.02835534,2441847581,68756905,0.18682791543091715,16.595938941731124,41.6059431676495,-7.675082474894008
47,"Ondo",ONDO,1.076,3399666055,373269683,3.1616530064183266,16.595163486859768,54.7193021208009,-1.2345081775892377
35,"Pepe",PEPE,0.00001412,5964259328,5384997786,0.5914062296766682,15.579256579011272,53.23116907086389,12.743009250255987
19,"Hedera",HBAR,0.271198,11506047535,761241396,0.4393591202540394,14.6319718752178,96.60106355777329,263.6158430666365
48,"Internet Computer",ICP,6.15,3294712860,114744759,3.2535019081092575,14.213201619821994,28.134358988285964,-42.74661692958799
40,"Cronos",CRO,0.122341,3954053297,33909227,1.5182695125951993,14.181063800885257,44.303238961884524,28.55991543027346
29,"Polkadot",DOT,4.5,6859095776,588536598,0.690540220787317,13.998865574026933,35.74706274576652,-29.94151329504521
59,"Cosmos Hub",ATOM,5.19,2387206115,157505610,0.3042098602850142,13.880794972170355,37.24030815996908,-20.48172944320399
70,"Filecoin",FIL,2.92,1995690136,317690631,1.1254713729576553,13.295633125853495,33.349343696804105,-38.951233571394866
75,"Quant",QNT,126.16,1831018628,67047930,7.559068232789339,12.961132697872243,39.001886989623316,65.79330822906273
62,"POL (ex-MATIC)",POL,0.258076,2327459515,153426532,2.6610186057655536,12.866174374059703,49.53485766698667,-52.90000986853821
68,"Gate",GT,17.77,2125967909,14876967,1.3055653551899966,12.421354433355996,7.328049354020673,125.9455432938324
73,"Sky",SKY,0.086601,1843615161,3075237,3.679541746991996,12.01075325561496,16.710242882579816,
91,"Story",IP,4.86,1439337678,36205520,1.4320159598735858,11.43495220735793,79.8298248529966,
5,"BNB",BNB,766.87,111802282062,2446070059,1.2776492893299447,11.273274904827252,22.011689257961592,27.291223463896152
94,"Stacks",STX,0.879869,1398188673,53085792,1.4642293142670104,10.744981690046215,50.9836441960392,-55.01797323138534
37,"Bitget Token",BGB,4.94,5633228484,223695270,0.17266589388457146,10.694823164762427,17.74960492963791,327.07670790982274
53,"Mantle",MNT,0.801266,2697833983,291274337,0.12361087777348935,10.52667074095191,31.003570695307243,-9.602238638103586
27,"Toncoin",TON,3.33,8218628801,272828363,1.695762268125386,9.981972561874537,16.50963515968408,-53.49469688954221
39,"Bittensor",TAO,448.61,4224619460,253591060,8.668168389657783,9.967316320263047,42.00485654575342,26.749848090021537
46,"Aptos",APT,5.41,3539948906,470468681,2.061078447437612,8.702900443081928,29.79727414955947,-27.772807369526024
81,"Jupiter Perpetuals Liquidity Provider Token",JLP,5.16,1615040462,64141056,3.1380036911820044,8.671342834262084,22.842248674365763,58.10958451553729
55,"Algorand",ALGO,0.298168,2590839874,179560235,2.866682086109632,6.81732759920311,84.06449465603207,86.99573281916294
69,"Sei",SEI,0.355635,2057353178,238748995,0.4920868307588334,6.264249429787588,67.70282503705864,-9.223974671262814
85,"KuCoin",KCS,12.2,1555346349,5535449,1.1694686751082395,5.853518422430348,11.754941900357649,22.044460604012215
11,"TRON",TRX,0.314366,29796989423,3473624599,0.13031542284354133,3.9093815584891063,16.154849204722037,134.09821134802823
22,"Bitcoin Cash",BCH,522.67,10411151372,848834212,-4.67846165272395,3.479967001315756,12.068863303984864,30.37448391356794
14,"Stellar",XLM,0.473962,14735837034,876804288,2.818038926058518,2.62141922098363,100.15950644229174,349.6044164601189
52,"OKB",OKB,49.01,2943314185,20921160,-0.5407903290403944,2.407188051782431,-3.2511442852619963,15.041233479722615
38,"Aave",AAVE,322.3,4902255527,734825006,-0.4201384357362136,2.3292044892521906,37.494558509525724,227.0143729875668
16,"Sui",SUI,3.97,13707895202,1806759528,2.1680685965980375,2.2088751006251153,54.56040479327672,361.44199119178705
99,"NEXO",NEXO,1.32,1319828561,17062610,-1.9365858789514185,1.1150288368453227,15.294843875542233,3.905141845373661
45,"Pi Network",PI,0.462352,3540595339,102630028,3.7201788291201687,0.6254862921993392,-10.896463895548813,
44,"Ethena Staked USDe",SUSDE,1.18,3629343140,58533361,-0.015799409972526837,0.2902049950478259,0.5740318238855341,9.116022257007609
97,"USDT0",USDT0,1.001,1363264328,449842744,0.03103968952499749,0.07733296236597244,0.17536915311193826,
76,"sUSDS",SUSDS,1.06,1806861420,8363240,0.020389898022392126,0.0730565184647381,0.3624034719812298,
34,"Ethena USDe",USDE,1.001,6237359757,233767002,0.04488131050107265,0.04942365519186328,0.04457648907491244,0.031199995893712352
28,"USDS",USDS,1,6872373688,10890997,0.018895203900058555,0.030787808387512546,0.032291378597499414,
4,"Tether",USDT,1,161710204191,157140873834,-0.008966188724918814,0.0195139704634486,0.01301477958735525,-0.02641731983458375
42,"Dai",DAI,0.999965,3704017427,96479359,-0.011613631760468843,0.0070335380874498345,0.012544523506428807,-0.04731542837426349
7,"USDC",USDC,0.999904,64754475236,10033203525,0.0028128343285453313,0.0015998929206940489,0.009579885287486711,-0.07641898905747649
58,"BlackRock USD Institutional Digital Liquidity Fund",BUIDL,1,2418830789,0,0,0,0,
89,"USDtb",USDTB,0.999818,1451442582,8574181,0.00835452934709953,-0.0010141222635681696,-0.02462202991102104,
65,"USD1",USD1,1,2207113169,545256233,-0.04814803628577083,-0.013652879892183369,0.055481440550611834,
87,"First Digital USD",FDUSD,0.997786,1463249292,8981378892,-0.009270477704620698,-0.027506286743159095,0.12918622753677383,-0.3790834550952525
26,"LEO Token",LEO,8.99,8301429674,5199120,0.061237156617727675,-0.03938834626104856,0.3520209919539966,57.89687679738245
30,"Binance Bridged USDT (BNB Smart Chain)",BSC-USD,1,6790324986,4851932252,-0.31663501730102156,-0.040897411714145585,0.39629110894906117,-0.1747643823780571
71,"Fasttoken",FTN,4.51,1943352471,62081980,0.060866206440815494,-0.09219304162231864,1.5858460233868716,95.58756323848563
12,"Wrapped Bitcoin",WBTC,117349,15121311011,286047469,0.19876340137720572,-1.895792250281152,15.288944302867888,72.30411723988212
80,"Lombard Staked BTC",LBTC,117318,1678647936,10215421,0.312146102301001,-1.9467323376615882,16.47080527410153,
1,"Bitcoin",BTC,117392,2336931026583,48987632247,0.1878213845621217,-2.049932460764868,14.986660222314747,72.21086301179021
32,"Coinbase Wrapped BTC",CBBTC,117372,6512058416,480736568,0.12485009076975603,-2.0849789290449308,15.16130257921543,
33,"WhiteBIT Coin",WBT,44.37,6413609526,84986129,-0.14802724260928546,-3.162312275298962,-8.612940428214698,337.3623617782362
13,"Hyperliquid",HYPE,44.29,14768473493,427350410,-3.521791462657059,-6.685384455180195,28.76301040014401,
36,"Monero",XMR,319.48,5900371740,112429317,-1.5685119219987658,-7.21585945725275,3.2381716566005094,94.0890657276338
88,"Pump.fun",PUMP,0.0040746,1459617982,519275236,-3.380973971249832,-29.560646083228885,,
